Simulation,rho_res_S,rho_res_R,Emax_v,EC50_V,Emax_l,EC50_L,B_max_blood,B_max_reservoir
65,0.0749869211382027,0.05998953691056216,0.13751461328008988,1.7018907025847994,0.140183593326061,2.511503087960922,425190.24762863386,5363649.606873216
66,0.06934680033011117,0.05547744026408894,0.19257129564414646,1.295855320501956,0.08221798185246477,2.389995352231281,1002779.3707722292,10422972.889388783
67,0.0711809561312453,0.05694476490499624,0.2157220163461075,1.6783736904685171,0.09248301961470004,3.6504577129730205,493448.42005392787,5362115.311403094
68,0.07369620791314603,0.05895696633051683,0.18146200461746417,0.9086219001293288,0.05851763364553417,4.352699271268343,831064.2886196952,7463470.080216931
69,0.10179021581939099,0.0814321726555128,0.22327180835085791,4.104926555837576,0.1485770914783012,3.069123794566511,180401.30860233898,1514901.9704464814
70,0.09168433259279737,0.07334746607423791,0.15306100341448634,1.1626569117852092,0.07956003827751568,2.4558753549996624,851909.1331467367,28171904.176842436
71,0.08640925182311997,0.06912740145849598,0.33754352403030846,1.7700171748216165,0.07374255381186674,4.514611778796697,433987.33122903394,2956601.4013088355
72,0.08210387118584007,0.06568309694867207,0.14673936967919124,1.1755840991517534,0.13875498129639913,4.941229425223217,139066.51061563063,19374441.958778854
73,0.0721668796820714,0.057733503745657125,0.16835034071227883,1.467092964406923,0.07367200353332082,3.198347794684639,194098.83534338578,13740045.674996391
74,0.0853917511843801,0.06831340094750409,0.18379375296942177,1.3430645125410043,0.08154842468366068,3.7729736591440526,424409.40250967315,3171372.9974259515
75,0.08904731400878234,0.07123785120702587,0.2608753764494878,1.0848498209776583,0.1211861299229392,2.7085293423707655,442141.09741305595,4079266.3508817963
76,0.052221593315899394,0.04177727465271952,0.11247631274633263,1.7555502608261533,0.109620033483415,2.559752754287331,460157.21879405726,1419991.2965970645
77,0.08501347232723049,0.06801077786178439,0.13032687282853658,1.4428548793312086,0.10169036520825141,2.5861569136796785,252289.45341323168,32614798.414403547
78,0.07367403655102935,0.05893922924082348,0.26877026314573277,1.2619983958842398,0.12060654946501125,4.429363096810603,74042.05158546467,3921216.198409983
79,0.10180491324884873,0.08144393059907899,0.18614223247853154,1.921916436892274,0.08076736021309558,3.2269347879043226,288593.41647280485,39428220.287623376
80,0.09300308705458965,0.07440246964367173,0.2253623099067201,1.5432247675978874,0.08416085779564363,2.8581743813069593,398681.0069827814,6098345.1352867
81,0.09392916555297531,0.07514333244238025,0.4166621235272666,2.211002467404449,0.08911013692189632,4.187372549515335,248827.93736639415,912306.0255466225
82,0.06528776531939902,0.052230212255519215,0.10320510436599127,1.5695541451500308,0.10065348553155323,4.679334058492683,383177.35941061267,7730614.480825576
83,0.1092650842763286,0.08741206742106289,0.09150165483387732,1.8502838596688966,0.13133929063029146,2.238210152480322,619118.7981865478,14883403.252013791
84,0.0770875116314826,0.06167000930518608,0.2501594393182961,3.2729329882901403,0.1066429729994233,3.351183348001237,241443.8218825164,3684732.237167212
85,0.10929357406630252,0.08743485925304202,0.14775659626970658,1.7671413275930419,0.08445748670630163,3.5369081738857733,384696.1890177725,33834293.66241353
86,0.07506788616677895,0.060054308933423166,0.18179451934268392,1.3165300837483667,0.085459913700704,3.453836508653366,493297.9844326457,3384601.072015035
87,0.11050307755354527,0.08840246204283622,0.32302637577512117,1.9448302173056926,0.18,2.6390556654599795,152225.02185333232,1237341.7554816909
88,0.13171070528538248,0.10536856422830598,0.25207622052487655,1.7052778894435379,0.11040772636557074,2.430779876525064,1330198.0943659297,11639361.971297355
89,0.08929879036310144,0.07143903229048115,0.25852236483048796,1.9820128982000687,0.10823945970524028,2.6287830263365555,417131.0705942201,91246576.665652
90,0.12626643018843725,0.1010131441507498,0.3513357341574336,1.500853190659331,0.07047090181760822,3.07065271983369,326749.9568114065,36162710.84621193
91,0.053893075302737035,0.04311446024218963,0.3435173140691789,1.657023845755012,0.08598777894381528,2.4960651245077106,119630.7115145161,26301770.976700947
92,0.08840045476049808,0.07072036380839847,0.1267386614587982,1.2048434614845929,0.08880305880276042,4.671229820797277,271504.9278442165,1710371.0226257937
93,0.08083884717762888,0.06467107774210311,0.18161147000544492,0.8134111714418635,0.09809819779999134,2.9961021066434617,475996.3960162464,87769767.1924471
94,0.11875449308476253,0.09500359446781004,0.18185793706126366,1.2702238490844084,0.18,3.2063547995963355,318825.7505928135,9720559.928374961
95,0.09154622496343733,0.07323697997074986,0.19004574553319625,1.4748151231611941,0.08241565643189037,3.1381597053951857,229811.22188517233,4328158.655122939
96,0.08922462778551209,0.07137970222840967,0.18275483601660986,2.640088838745271,0.03916031794615335,4.081357658355509,657474.4427175748,875281.6840405742
97,0.0786720643668132,0.06293765149345057,0.1753806223008891,1.1674704483667002,0.07595173104495032,2.4392681806949694,885131.4378656106,30018358.177639116
98,0.12367942538082524,0.0989435403046602,0.2581482884074673,1.2622301106325304,0.08306931824181318,3.545512407091721,154252.67416470716,23108657.151230637
99,0.08096168170658155,0.06476934536526524,0.17517111427934157,2.113950626171954,0.11701268647936523,2.9064068496682913,624809.175735455,2808258.4720685645
100,0.10291981367358947,0.08233585093887158,0.24667349087273668,1.5881236182037906,0.11222502355820611,2.360439206206579,544153.1885970613,8047522.049432662
